season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2003-2004,Liga FUTVE,Apertura,Jornada 4,QXXadjKr,2003-09-14T20:30:00+00:00,2003-09-14T16:30:00-04:00,Estudiantes M.,Carabobo,3,2,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 4,YcX3eAZl,2003-09-14T20:30:00+00:00,2003-09-14T16:30:00-04:00,Mineros,Miranda,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 4,ClW7fUle,2003-09-14T20:30:00+00:00,2003-09-14T16:30:00-04:00,Trujillanos,El Vigía,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 5,AiOHuVZ1,2003-09-17T20:30:00+00:00,2003-09-17T16:30:00-04:00,Carabobo,Mineros,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 5,W0PDtBKe,2003-09-17T20:30:00+00:00,2003-09-17T16:30:00-04:00,El Vigía,Caracas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 5,jRV84EC2,2003-09-17T20:30:00+00:00,2003-09-17T16:30:00-04:00,Miranda,Dep. Táchira,2,3,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 5,UHUC3YR8,2003-09-17T20:30:00+00:00,2003-09-17T16:30:00-04:00,Monagas,Trujillanos,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 5,OvUG2hsF,2003-09-17T20:30:00+00:00,2003-09-17T16:30:00-04:00,U. A. Maracaibo,Estudiantes M.,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 6,MT2NlZCF,2003-09-21T20:30:00+00:00,2003-09-21T16:30:00-04:00,Carabobo,Miranda,3,4,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 6,j37RmgSL,2003-09-21T20:30:00+00:00,2003-09-21T16:30:00-04:00,Caracas,Monagas,6,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 6,YBUwmDsS,2003-09-21T20:30:00+00:00,2003-09-21T16:30:00-04:00,Estudiantes M.,El Vigía,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 6,vg76rXkq,2003-09-21T20:30:00+00:00,2003-09-21T16:30:00-04:00,Mineros,U. A. Maracaibo,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 6,xvQ9si5k,2003-09-21T20:30:00+00:00,2003-09-21T16:30:00-04:00,Trujillanos,Dep. Táchira,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 7,nBAAiyTd,2003-09-28T20:30:00+00:00,2003-09-28T16:30:00-04:00,Dep. Táchira,Caracas,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 7,jaaGTXzj,2003-09-28T20:30:00+00:00,2003-09-28T16:30:00-04:00,El Vigía,Mineros,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 7,UkbKSijd,2003-09-28T20:30:00+00:00,2003-09-28T16:30:00-04:00,Miranda,Trujillanos,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 7,0EEEjer3,2003-09-28T20:30:00+00:00,2003-09-28T16:30:00-04:00,Monagas,Estudiantes M.,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 7,rw4JkFc9,2003-09-28T20:30:00+00:00,2003-09-28T16:30:00-04:00,U. A. Maracaibo,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 8,EXvWydT9,2003-10-01T20:30:00+00:00,2003-10-01T16:30:00-04:00,Carabobo,El Vigía,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 8,ddUzyGrG,2003-10-01T20:30:00+00:00,2003-10-01T16:30:00-04:00,Caracas,Trujillanos,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 8,EHdmzzbM,2003-10-01T20:30:00+00:00,2003-10-01T16:30:00-04:00,Estudiantes M.,Dep. Táchira,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 8,8vdiZgDS,2003-10-01T20:30:00+00:00,2003-10-01T16:30:00-04:00,Mineros,Monagas,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 8,AmrJUDLq,2003-10-01T20:30:00+00:00,2003-10-01T16:30:00-04:00,U. A. Maracaibo,Miranda,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 9,hzEuoFOD,2003-10-05T20:30:00+00:00,2003-10-05T16:30:00-04:00,Dep. Táchira,Mineros,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 9,OvboNBW6,2003-10-05T20:30:00+00:00,2003-10-05T16:30:00-04:00,El Vigía,U. A. Maracaibo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 9,zF1kMVoD,2003-10-05T20:30:00+00:00,2003-10-05T16:30:00-04:00,Miranda,Caracas,4,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 9,WQCqpZwK,2003-10-05T20:30:00+00:00,2003-10-05T16:30:00-04:00,Monagas,Carabobo,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 9,l27lqggQ,2003-10-05T20:30:00+00:00,2003-10-05T16:30:00-04:00,Trujillanos,Estudiantes M.,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 10,jsrMQgXs,2003-10-19T20:30:00+00:00,2003-10-19T16:30:00-04:00,Caracas,Estudiantes M.,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 10,Yk5YPDnl,2003-10-19T20:30:00+00:00,2003-10-19T16:30:00-04:00,Dep. Táchira,Carabobo,3,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 10,AqUirM2F,2003-10-19T20:30:00+00:00,2003-10-19T16:30:00-04:00,El Vigía,Miranda,3,2,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 10,2P9xPX1f,2003-10-19T20:30:00+00:00,2003-10-19T16:30:00-04:00,Monagas,U. A. Maracaibo,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 10,tG8tOiH0,2003-10-19T20:30:00+00:00,2003-10-19T16:30:00-04:00,Trujillanos,Mineros,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 11,hSsCwWEd,2003-10-26T21:30:00+00:00,2003-10-26T17:30:00-04:00,Carabobo,Trujillanos,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 11,OSRuoOId,2003-10-26T21:30:00+00:00,2003-10-26T17:30:00-04:00,Caracas,Mineros,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 11,dtQmq2m9,2003-10-26T21:30:00+00:00,2003-10-26T17:30:00-04:00,Dep. Táchira,U. A. Maracaibo,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 11,Eyq8vCaj,2003-10-26T21:30:00+00:00,2003-10-26T17:30:00-04:00,El Vigía,Monagas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 11,2JQqprY2,2003-10-26T21:30:00+00:00,2003-10-26T17:30:00-04:00,Miranda,Estudiantes M.,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 12,lnyHnzhA,2003-11-02T21:30:00+00:00,2003-11-02T17:30:00-04:00,Caracas,Carabobo,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 12,ILuLof7G,2003-11-02T21:30:00+00:00,2003-11-02T17:30:00-04:00,Dep. Táchira,El Vigía,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 12,0U2XpEMM,2003-11-02T21:30:00+00:00,2003-11-02T17:30:00-04:00,Estudiantes M.,Mineros,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 12,rghxpYyT,2003-11-02T21:30:00+00:00,2003-11-02T17:30:00-04:00,Monagas,Miranda,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 12,KEq4uhpp,2003-11-02T21:30:00+00:00,2003-11-02T17:30:00-04:00,Trujillanos,U. A. Maracaibo,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 13,CQHEQhVj,2003-11-23T21:30:00+00:00,2003-11-23T17:30:00-04:00,Carabobo,Estudiantes M.,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 13,YZIARYFp,2003-11-23T21:30:00+00:00,2003-11-23T17:30:00-04:00,El Vigía,Trujillanos,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 13,UoU4kx8i,2003-11-23T21:30:00+00:00,2003-11-23T17:30:00-04:00,Miranda,Mineros,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 13,SWn8ldNc,2003-11-23T21:30:00+00:00,2003-11-23T17:30:00-04:00,Monagas,Dep. Táchira,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 13,AexDmGx4,2003-11-23T21:30:00+00:00,2003-11-23T17:30:00-04:00,U. A. Maracaibo,Caracas,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 14,KrLIZd84,2003-11-26T21:30:00+00:00,2003-11-26T17:30:00-04:00,Caracas,El Vigía,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 14,27ANYGNA,2003-11-26T21:30:00+00:00,2003-11-26T17:30:00-04:00,Dep. Táchira,Miranda,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 14,KSxzYzwH,2003-11-26T21:30:00+00:00,2003-11-26T17:30:00-04:00,Estudiantes M.,U. A. Maracaibo,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 14,EkxvXfhN,2003-11-26T21:30:00+00:00,2003-11-26T17:30:00-04:00,Mineros,Carabobo,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 14,htyrWE7T,2003-11-26T21:30:00+00:00,2003-11-26T17:30:00-04:00,Trujillanos,Monagas,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 15,fyO6xaOo,2003-11-30T21:30:00+00:00,2003-11-30T17:30:00-04:00,Dep. Táchira,Trujillanos,3,2,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 15,ChUmIewU,2003-11-30T21:30:00+00:00,2003-11-30T17:30:00-04:00,El Vigía,Estudiantes M.,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 15,lELFDFoo,2003-11-30T21:30:00+00:00,2003-11-30T17:30:00-04:00,Miranda,Carabobo,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 15,YRMAyJwh,2003-11-30T21:30:00+00:00,2003-11-30T17:30:00-04:00,Monagas,Caracas,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 15,thMEzwgb,2003-11-30T21:30:00+00:00,2003-11-30T17:30:00-04:00,U. A. Maracaibo,Mineros,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 16,pYEKMJOb,2003-12-07T21:30:00+00:00,2003-12-07T17:30:00-04:00,Carabobo,U. A. Maracaibo,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 16,veEOLwv5,2003-12-07T21:30:00+00:00,2003-12-07T17:30:00-04:00,Caracas,Dep. Táchira,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 16,M3yyLcgB,2003-12-07T21:30:00+00:00,2003-12-07T17:30:00-04:00,Estudiantes M.,Monagas,2,3,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 16,vuWuKH8H,2003-12-07T21:30:00+00:00,2003-12-07T17:30:00-04:00,Mineros,El Vigía,4,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 16,IVUqJyON,2003-12-07T21:30:00+00:00,2003-12-07T17:30:00-04:00,Trujillanos,Miranda,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 17,CrN7PLvt,2003-12-10T21:30:00+00:00,2003-12-10T17:30:00-04:00,Dep. Táchira,Estudiantes M.,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 17,I1Jk5IgO,2003-12-10T21:30:00+00:00,2003-12-10T17:30:00-04:00,El Vigía,Carabobo,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 17,dhIg4x9U,2003-12-10T21:30:00+00:00,2003-12-10T17:30:00-04:00,Miranda,U. A. Maracaibo,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 17,jZLBOufn,2003-12-10T21:30:00+00:00,2003-12-10T17:30:00-04:00,Monagas,Mineros,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 17,YcBGNa9h,2003-12-10T21:30:00+00:00,2003-12-10T17:30:00-04:00,Trujillanos,Caracas,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 18,IsXT9tug,2003-12-17T21:30:00+00:00,2003-12-17T17:30:00-04:00,Carabobo,Monagas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 18,p43Q80fa,2003-12-17T21:30:00+00:00,2003-12-17T17:30:00-04:00,Caracas,Miranda,3,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 18,SCQx8K95,2003-12-17T21:30:00+00:00,2003-12-17T17:30:00-04:00,Estudiantes M.,Trujillanos,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 18,MZPt7vPB,2003-12-17T21:30:00+00:00,2003-12-17T17:30:00-04:00,Mineros,Dep. Táchira,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Apertura,Jornada 18,zwUp6bvI,2003-12-17T21:30:00+00:00,2003-12-17T17:30:00-04:00,U. A. Maracaibo,El Vigía,5,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 1,2oLGqKpU,2004-01-18T21:30:00+00:00,2004-01-18T17:30:00-04:00,Carabobo,Estudiantes M.,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 1,OlRsuvgo,2004-01-18T21:30:00+00:00,2004-01-18T17:30:00-04:00,Caracas,Dep. Táchira,3,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 1,WvGWmWdo,2004-01-18T21:30:00+00:00,2004-01-18T17:30:00-04:00,Mineros,Trujillanos,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 1,AVEzmjCi,2004-01-18T21:30:00+00:00,2004-01-18T17:30:00-04:00,U. A. Maracaibo,Monagas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 2,zR5mlrWb,2004-01-25T21:30:00+00:00,2004-01-25T17:30:00-04:00,El Vigía,Caracas,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 2,CdS3nM0B,2004-01-25T21:30:00+00:00,2004-01-25T17:30:00-04:00,Estudiantes M.,U. A. Maracaibo,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 2,Um5im2o5,2004-01-25T21:30:00+00:00,2004-01-25T17:30:00-04:00,Miranda,Mineros,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 2,UXM8otGH,2004-01-25T21:30:00+00:00,2004-01-25T17:30:00-04:00,Monagas,Dep. Táchira,2,3,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 2,8OLCp0VN,2004-01-25T21:30:00+00:00,2004-01-25T17:30:00-04:00,Trujillanos,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 1,MN1qkOGh,2004-01-28T21:30:00+00:00,2004-01-28T17:30:00-04:00,El Vigía,Miranda,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 3,pYKPo9P6,2004-02-01T21:30:00+00:00,2004-02-01T17:30:00-04:00,Carabobo,Miranda,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 3,SdAUpTvD,2004-02-01T21:30:00+00:00,2004-02-01T17:30:00-04:00,Caracas,Monagas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 3,6m9YqmfJ,2004-02-01T21:30:00+00:00,2004-02-01T17:30:00-04:00,Dep. Táchira,Estudiantes M.,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 3,08Dzipnt,2004-02-01T21:30:00+00:00,2004-02-01T17:30:00-04:00,Mineros,El Vigía,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 3,vaCvj41n,2004-02-01T21:30:00+00:00,2004-02-01T17:30:00-04:00,U. A. Maracaibo,Trujillanos,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 4,zFDYgXHQ,2004-02-08T21:30:00+00:00,2004-02-08T17:30:00-04:00,El Vigía,Carabobo,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 4,faf5lBul,2004-02-08T21:30:00+00:00,2004-02-08T17:30:00-04:00,Estudiantes M.,Monagas,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 4,x8HHmVff,2004-02-08T21:30:00+00:00,2004-02-08T17:30:00-04:00,Mineros,Caracas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 4,xOa0kiQs,2004-02-08T21:30:00+00:00,2004-02-08T17:30:00-04:00,Miranda,U. A. Maracaibo,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 4,WUGLnkA0,2004-02-08T21:30:00+00:00,2004-02-08T17:30:00-04:00,Trujillanos,Dep. Táchira,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 5,p49VXke7,2004-02-11T21:30:00+00:00,2004-02-11T17:30:00-04:00,Carabobo,Mineros,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
2003-2004,Liga FUTVE,Clausura,Jornada 5,Of8ZW9AD,2004-02-11T21:30:00+00:00,2004-02-11T17:30:00-04:00,Caracas,Estudiantes M.,4,0,H,https://ve.soccerway.com/venezuela/liga-futve-2003-2004/resultados/
