season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,QFZErGXq,2022-02-24T21:00:00+00:00,2022-02-24T17:00:00-04:00,La Guaira,Metropolitanos,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,tjSoo9gr,2022-02-24T23:15:00+00:00,2022-02-24T19:15:00-04:00,Puerto Cabello,Portuguesa,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,YuwNtf2d,2022-02-25T21:00:00+00:00,2022-02-25T17:00:00-04:00,Universidad Central,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,EyG94cf3,2022-02-25T23:15:00+00:00,2022-02-25T19:15:00-04:00,Inter de Barinas,Zamora,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,zoH55wuc,2022-02-26T21:00:00+00:00,2022-02-26T17:00:00-04:00,Mineros,Monagas,1,3,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,0hEH2yPF,2022-02-26T23:15:00+00:00,2022-02-26T19:15:00-04:00,Caracas,Aragua,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,M1FD3H99,2022-02-27T19:00:00+00:00,2022-02-27T15:00:00-04:00,Estudiantes M.,Dep. Táchira,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 1,KxZIszmj,2022-02-27T21:30:00+00:00,2022-02-27T17:30:00-04:00,Zulia,Lara,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,OYN6to8D,2022-03-03T21:00:00+00:00,2022-03-03T17:00:00-04:00,Metropolitanos,Universidad Central,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,fgWkpT8l,2022-03-03T23:15:00+00:00,2022-03-03T19:15:00-04:00,Lara,Caracas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,IoKd38FQ,2022-03-04T21:00:00+00:00,2022-03-04T17:00:00-04:00,Aragua,Inter de Barinas,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,S6Ucr7w1,2022-03-04T23:15:00+00:00,2022-03-04T19:15:00-04:00,Zamora,Estudiantes M.,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,xxCl5UpE,2022-03-05T21:00:00+00:00,2022-03-05T17:00:00-04:00,Dep. Táchira,Zulia,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,zNUi4l0K,2022-03-05T23:15:00+00:00,2022-03-05T19:15:00-04:00,Carabobo,Monagas,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,lGVgqmOf,2022-03-06T19:00:00+00:00,2022-03-06T15:00:00-04:00,La Guaira,Puerto Cabello,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 2,prP2sRh7,2022-03-06T22:00:00+00:00,2022-03-06T18:00:00-04:00,Portuguesa,Mineros,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,SK9Wd6hf,2022-03-10T21:00:00+00:00,2022-03-10T17:00:00-04:00,Mineros,Lara,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,I92qf4xD,2022-03-10T23:15:00+00:00,2022-03-10T19:15:00-04:00,Puerto Cabello,Aragua,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,AqaydQ70,2022-03-11T19:00:00+00:00,2022-03-11T15:00:00-04:00,Estudiantes M.,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,Kf6ObSNs,2022-03-11T21:15:00+00:00,2022-03-11T17:15:00-04:00,Zulia,Metropolitanos,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,lUAScnwl,2022-03-11T23:30:00+00:00,2022-03-11T19:30:00-04:00,Monagas,Portuguesa,2,4,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,On3uepN6,2022-03-12T22:00:00+00:00,2022-03-12T18:00:00-04:00,Caracas,Zamora,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,GhGRsPOM,2022-03-13T19:00:00+00:00,2022-03-13T15:00:00-04:00,Universidad Central,La Guaira,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 3,bDJjx3np,2022-03-13T22:00:00+00:00,2022-03-13T18:00:00-04:00,Inter de Barinas,Dep. Táchira,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,ljn3APMg,2022-03-17T21:00:00+00:00,2022-03-17T17:00:00-04:00,Carabobo,Mineros,3,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,dh7OH7UJ,2022-03-17T23:15:00+00:00,2022-03-17T19:15:00-04:00,Zamora,Universidad Central,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,6RdbB57m,2022-03-18T21:00:00+00:00,2022-03-18T17:00:00-04:00,Dep. Táchira,Puerto Cabello,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,Sto79qx0,2022-03-18T23:15:00+00:00,2022-03-18T19:15:00-04:00,Aragua,Estudiantes M.,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,zq6SGRqQ,2022-03-19T21:00:00+00:00,2022-03-19T17:00:00-04:00,Portuguesa,Zulia,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,hzJfyN1j,2022-03-19T23:15:00+00:00,2022-03-19T19:15:00-04:00,La Guaira,Inter de Barinas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,hOhfCohs,2022-03-20T19:00:00+00:00,2022-03-20T15:00:00-04:00,Metropolitanos,Caracas,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 4,d01mgOiJ,2022-03-20T22:15:00+00:00,2022-03-20T18:15:00-04:00,Lara,Monagas,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,dGkB83i6,2022-03-24T21:00:00+00:00,2022-03-24T17:00:00-04:00,Zulia,La Guaira,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,tpBtOrig,2022-03-24T23:15:00+00:00,2022-03-24T19:15:00-04:00,Carabobo,Zamora,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,z7lF7N6C,2022-03-25T19:00:00+00:00,2022-03-25T15:00:00-04:00,Universidad Central,Dep. Táchira,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,r9V5UpEP,2022-03-25T21:15:00+00:00,2022-03-25T17:15:00-04:00,Inter de Barinas,Puerto Cabello,4,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,U5sO51yP,2022-03-26T21:00:00+00:00,2022-03-26T17:00:00-04:00,Mineros,Aragua,0,3,A,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,2gCxPOym,2022-03-26T23:15:00+00:00,2022-03-26T19:15:00-04:00,Caracas,Portuguesa,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,pIHXP4Mt,2022-03-27T19:00:00+00:00,2022-03-27T15:00:00-04:00,Estudiantes M.,Lara,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 5,IVwK6sMI,2022-03-27T22:15:00+00:00,2022-03-27T18:15:00-04:00,Monagas,Metropolitanos,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,riG4IvLU,2022-03-31T21:15:00+00:00,2022-03-31T17:15:00-04:00,Dep. Táchira,Lara,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,OpYCMjXo,2022-03-31T23:30:00+00:00,2022-03-31T19:30:00-04:00,Puerto Cabello,Caracas,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,AP2cK0jI,2022-04-01T19:00:00+00:00,2022-04-01T15:00:00-04:00,Metropolitanos,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,lAElMML5,2022-04-01T21:15:00+00:00,2022-04-01T17:15:00-04:00,Zamora,Mineros,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,z7ApN26a,2022-04-01T23:30:00+00:00,2022-04-01T19:30:00-04:00,La Guaira,Estudiantes M.,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,AsU8NWHu,2022-04-02T21:15:00+00:00,2022-04-02T17:15:00-04:00,Aragua,Zulia,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,40H0JK5O,2022-04-02T23:30:00+00:00,2022-04-02T19:30:00-04:00,Inter de Barinas,Monagas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 6,WY3gLtyC,2022-04-03T22:15:00+00:00,2022-04-03T18:15:00-04:00,Portuguesa,Universidad Central,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
2022,Liga FUTVE,VENEZUELA: Liga FUTVE,Jornada 7,dbWKKU1b,2022-04-07T22:00:00+00:00,2022-04-07T18:00:00-04:00,Zamora,Aragua,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2022/resultados/
