season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2021,Liga FUTVE,Primera fase,Jornada 1,rJp0wvsK,2021-04-11T23:30:00+00:00,2021-04-11T19:30:00-04:00,La Guaira,Aragua,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,hvuBGGZ6,2021-04-15T22:00:00+00:00,2021-04-15T18:00:00-04:00,Dep. Táchira,Inter de Barinas,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,ATUvWeZg,2021-04-16T00:15:00+00:00,2021-04-15T20:15:00-04:00,Monagas,Mineros,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,hhKqVFl0,2021-04-16T20:00:00+00:00,2021-04-16T16:00:00-04:00,Atl. Venezuela,Metropolitanos,3,2,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,jPcEFzkD,2021-04-16T23:15:00+00:00,2021-04-16T19:15:00-04:00,Estudiantes M.,Trujillanos,4,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,dQQzXyKm,2021-04-17T20:00:00+00:00,2021-04-17T16:00:00-04:00,Caracas,Universidad Central,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,23RWXH4s,2021-04-17T22:30:00+00:00,2021-04-17T18:30:00-04:00,Lara,Yaracuyanos,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,0fu5xbdQ,2021-04-18T21:00:00+00:00,2021-04-18T17:00:00-04:00,Gran Valencia,Carabobo,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 1,4SodvKRD,2021-04-18T23:00:00+00:00,2021-04-18T19:00:00-04:00,Zamora,Portuguesa,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,IaolY89a,2021-04-22T20:00:00+00:00,2021-04-22T16:00:00-04:00,AC Lala FC,Caracas,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,AcbAx9re,2021-04-22T22:15:00+00:00,2021-04-22T18:15:00-04:00,Inter de Barinas,Estudiantes M.,4,2,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,GGSlFZoN,2021-04-23T00:30:00+00:00,2021-04-22T20:30:00-04:00,Carabobo,Lara,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,CMphXSO5,2021-04-23T20:00:00+00:00,2021-04-23T16:00:00-04:00,Mineros,Atl. Venezuela,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,hMmFyTc1,2021-04-23T23:00:00+00:00,2021-04-23T19:00:00-04:00,Trujillanos,Zamora,0,4,A,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,WCnJzmD7,2021-04-24T20:00:00+00:00,2021-04-24T16:00:00-04:00,Zulia,Dep. Táchira,5,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,f7RhEg1T,2021-04-24T22:15:00+00:00,2021-04-24T18:15:00-04:00,Puerto Cabello,La Guaira,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,0l4L9D9p,2021-04-25T20:00:00+00:00,2021-04-25T16:00:00-04:00,Aragua,Gran Valencia,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 2,jDqdWnvC,2021-04-25T22:15:00+00:00,2021-04-25T18:15:00-04:00,Universidad Central,Monagas,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 3,KSu1aWk8,2021-04-29T20:00:00+00:00,2021-04-29T16:00:00-04:00,Estudiantes M.,Zulia,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 3,WO0gV6gI,2021-04-29T22:15:00+00:00,2021-04-29T18:15:00-04:00,Monagas,AC Lala FC,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 3,Ei8P8XOj,2021-04-30T00:30:00+00:00,2021-04-29T20:30:00-04:00,Gran Valencia,Puerto Cabello,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
2021,Liga FUTVE,Primera fase,Jornada 3,AFacUQ8O,2021-04-30T20:00:00+00:00,2021-04-30T16:00:00-04:00,Atl. Venezuela,Universidad Central,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2021/resultados/
