season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2019,Liga FUTVE,Apertura,Jornada 1,lKiuPgDc,2019-01-26T15:00:00+00:00,2019-01-26T11:00:00-04:00,La Guaira,Monagas,2,3,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,WM59Bzqb,2019-01-26T19:00:00+00:00,2019-01-26T15:00:00-04:00,AC Lala FC,Mineros,0,5,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,Iw8L8YSG,2019-01-26T21:00:00+00:00,2019-01-26T17:00:00-04:00,Aragua,Puerto Cabello,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,pQ9DAfb4,2019-01-26T21:45:00+00:00,2019-01-26T17:45:00-04:00,Portuguesa,Dep. Anzoátegui,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,xtOM6CcT,2019-01-27T20:00:00+00:00,2019-01-27T16:00:00-04:00,Dep. Táchira,Trujillanos,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,vm9H9EDA,2019-01-27T20:00:00+00:00,2019-01-27T16:00:00-04:00,Metropolitanos,Estudiantes Caracas,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,8OEh1jLj,2019-01-27T21:00:00+00:00,2019-01-27T17:00:00-04:00,Lara,Caracas,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,AThyQZci,2019-01-27T22:00:00+00:00,2019-01-27T18:00:00-04:00,Zamora,Zulia,4,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 1,bkPI7hrN,2019-01-28T20:00:00+00:00,2019-01-28T16:00:00-04:00,Llaneros,Estudiantes M.,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,0KrOXr7L,2019-02-01T23:00:00+00:00,2019-02-01T19:00:00-04:00,Caracas,Zamora,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,Qs4LDNFk,2019-02-02T19:30:00+00:00,2019-02-02T15:30:00-04:00,Dep. Anzoátegui,AC Lala FC,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,Y77TB1p2,2019-02-03T19:00:00+00:00,2019-02-03T15:00:00-04:00,Estudiantes Caracas,Carabobo,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,K43PCsVe,2019-02-03T19:30:00+00:00,2019-02-03T15:30:00-04:00,Atl. Venezuela,Portuguesa,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,MTqKYOiF,2019-02-03T19:30:00+00:00,2019-02-03T15:30:00-04:00,Trujillanos,Aragua,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,E3pGZ4x9,2019-02-03T20:00:00+00:00,2019-02-03T16:00:00-04:00,Estudiantes M.,Lara,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,zDoCzoN2,2019-02-03T20:00:00+00:00,2019-02-03T16:00:00-04:00,Mineros,La Guaira,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,ERObRtpk,2019-02-03T20:00:00+00:00,2019-02-03T16:00:00-04:00,Zulia,Dep. Táchira,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,rqYSW2MR,2019-02-03T21:00:00+00:00,2019-02-03T17:00:00-04:00,Monagas,Llaneros,3,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 2,K4PfSMUr,2019-02-03T22:00:00+00:00,2019-02-03T18:00:00-04:00,Puerto Cabello,Metropolitanos,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,hIN2Q0ae,2019-02-09T19:00:00+00:00,2019-02-09T15:00:00-04:00,AC Lala FC,Atl. Venezuela,2,3,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,zwc6pMjR,2019-02-09T20:00:00+00:00,2019-02-09T16:00:00-04:00,Metropolitanos,Carabobo,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,lpHBOvU7,2019-02-09T21:00:00+00:00,2019-02-09T17:00:00-04:00,Aragua,Zulia,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,SUlYutar,2019-02-09T21:00:00+00:00,2019-02-09T17:00:00-04:00,Lara,Monagas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,AgI7PKE1,2019-02-09T21:45:00+00:00,2019-02-09T17:45:00-04:00,Portuguesa,Estudiantes Caracas,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,lpwsvKTf,2019-02-09T22:00:00+00:00,2019-02-09T18:00:00-04:00,Zamora,Estudiantes M.,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,2m5gmO68,2019-02-10T19:00:00+00:00,2019-02-10T15:00:00-04:00,Llaneros,Mineros,3,3,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,dnb2o2yL,2019-02-10T20:00:00+00:00,2019-02-10T16:00:00-04:00,Dep. Táchira,Caracas,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,EN8cnrME,2019-02-10T20:00:00+00:00,2019-02-10T16:00:00-04:00,La Guaira,Dep. Anzoátegui,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
2019,Liga FUTVE,Apertura,Jornada 3,6Lmxu0El,2019-02-10T22:00:00+00:00,2019-02-10T18:00:00-04:00,Puerto Cabello,Trujillanos,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2019/resultados/
