season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,YuDZNDRa,2015-07-11T20:00:00+00:00,2015-07-11T16:00:00-04:00,Trujillanos,La Guaira,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,21x58YRC,2015-07-11T20:30:00+00:00,2015-07-11T16:30:00-04:00,Estudiantes Caracas,Zulia,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,SrARPZdm,2015-07-11T21:30:00+00:00,2015-07-11T17:30:00-04:00,Metropolitanos,Atl. Venezuela,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,G4t97hsJ,2015-07-11T23:30:00+00:00,2015-07-11T19:30:00-04:00,Dep. Anzoátegui,Dep. Táchira,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,U7UjWyKJ,2015-07-12T19:30:00+00:00,2015-07-12T15:30:00-04:00,Tucanes,Caracas,0,4,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,8bTfVeZP,2015-07-12T20:00:00+00:00,2015-07-12T16:00:00-04:00,Lara,Aragua,1,2,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,KpZMSWm8,2015-07-12T20:30:00+00:00,2015-07-12T16:30:00-04:00,Estudiantes M.,Portuguesa,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,G42vNXt6,2015-07-12T20:30:00+00:00,2015-07-12T16:30:00-04:00,Llaneros,Zamora,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,M59VOgCg,2015-07-12T20:30:00+00:00,2015-07-12T16:30:00-04:00,Miranda,Carabobo,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 1,lhBNQFss,2015-07-12T20:30:00+00:00,2015-07-12T16:30:00-04:00,Ureña,Mineros,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,KC39ziB5,2015-07-18T20:30:00+00:00,2015-07-18T16:30:00-04:00,La Guaira,Llaneros,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,z9Z4wgRn,2015-07-19T19:30:00+00:00,2015-07-19T15:30:00-04:00,Portuguesa,Estudiantes Caracas,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,tnz1vZBt,2015-07-19T20:00:00+00:00,2015-07-19T16:00:00-04:00,Zulia,Ureña,4,0,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,4QrZrF3P,2015-07-19T20:30:00+00:00,2015-07-19T16:30:00-04:00,Atl. Venezuela,Dep. Anzoátegui,1,3,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,byYQRj3E,2015-07-19T20:30:00+00:00,2015-07-19T16:30:00-04:00,Carabobo,Estudiantes M.,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,2L4jKVQO,2015-07-19T20:30:00+00:00,2015-07-19T16:30:00-04:00,Mineros,Metropolitanos,4,1,H,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,tM45yXea,2015-07-19T21:30:00+00:00,2015-07-19T17:30:00-04:00,Aragua,Miranda,0,1,A,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
2015,Liga FUTVE,VENEZUELA: Primera División,Jornada 2,OU5nLBBI,2015-07-19T21:30:00+00:00,2015-07-19T17:30:00-04:00,Caracas,Lara,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2015/resultados/
