season,competition,phase,round,match_id,match_date_utc,match_date_local,home_team,away_team,home_score,away_score,result,source_url
2025,Liga FUTVE,Apertura,Jornada 1,CSymfRth,2025-01-24T22:00:00+00:00,2025-01-24T18:00:00-04:00,Metropolitanos,Puerto Cabello,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,dKg0WNlo,2025-01-25T00:30:00+00:00,2025-01-24T20:30:00-04:00,Monagas,La Guaira,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,ptzeh5B4,2025-01-25T21:00:00+00:00,2025-01-25T17:00:00-04:00,Estudiantes M.,Carabobo,0,2,A,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,jg5ejqtH,2025-01-25T21:00:00+00:00,2025-01-25T17:00:00-04:00,Universidad Central,Anzoategui FC,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,dhXSXzQk,2025-01-26T19:30:00+00:00,2025-01-26T15:30:00-04:00,Rayo Zuliano,Caracas,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,I7LyWEf2,2025-01-26T21:45:00+00:00,2025-01-26T17:45:00-04:00,Dep. Táchira,Zamora,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 1,pEDNgIn9,2025-01-27T00:00:00+00:00,2025-01-26T20:00:00-04:00,Portuguesa,Yaracuyanos,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,0l8a8xJa,2025-01-31T00:30:00+00:00,2025-01-30T20:30:00-04:00,Monagas,Dep. Táchira,1,4,A,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,0SWOeaZg,2025-01-31T23:00:00+00:00,2025-01-31T19:00:00-04:00,Anzoategui FC,Rayo Zuliano,3,1,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,dfQXgw46,2025-02-01T19:00:00+00:00,2025-02-01T15:00:00-04:00,Yaracuyanos,Puerto Cabello,0,3,A,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,U7OuhHYI,2025-02-02T21:00:00+00:00,2025-02-02T17:00:00-04:00,Zamora,Estudiantes M.,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,8jTKFKQP,2025-02-02T22:00:00+00:00,2025-02-02T18:00:00-04:00,La Guaira,Universidad Central,2,2,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,8EB76GmC,2025-02-02T23:30:00+00:00,2025-02-02T19:30:00-04:00,Carabobo,Portuguesa,0,0,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 2,vZJjAblm,2025-02-03T23:00:00+00:00,2025-02-03T19:00:00-04:00,Caracas,Metropolitanos,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 3,Im1i67gT,2025-02-06T23:30:00+00:00,2025-02-06T19:30:00-04:00,Estudiantes M.,Monagas,2,0,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 3,Uup9Ol9c,2025-02-07T23:00:00+00:00,2025-02-07T19:00:00-04:00,Portuguesa,Zamora,2,1,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 3,htGRBBPi,2025-02-08T19:30:00+00:00,2025-02-08T15:30:00-04:00,Rayo Zuliano,La Guaira,1,1,D,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 3,EX1M0oHj,2025-02-08T21:45:00+00:00,2025-02-08T17:45:00-04:00,Dep. Táchira,Universidad Central,1,0,H,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
2025,Liga FUTVE,Apertura,Jornada 3,l89zAkf4,2025-02-09T00:00:00+00:00,2025-02-08T20:00:00-04:00,Puerto Cabello,Carabobo,1,3,A,https://ve.soccerway.com/venezuela/liga-futve-2025/resultados/
